Districts,Year,Flood_Frequency,Mean_Duration,Human_fatality,Human_injured,Population,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure
Siang,1983.0,1,7.0,4.0,1.0,48365.0,2.019900267,8.270443502532823e-05,7.000578931045178,976.92476413455
Siang,2009.0,1,1.0,4.0,1.0,48365.0,2.019900267,8.270443502532823e-05,1.0000827044350251,976.92476413455
Siliguri,1979.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sindhudurg,1981.0,1,7.0,190.0,103.0,808570.0,0.776077496,0.0002349827473193,7.001644879231236,6275.1298094072
Sindhudurg,1999.0,1,7.0,190.0,103.0,808570.0,0.776077496,0.0002349827473193,7.001644879231236,6275.1298094072
Sindhudurg,2006.0,1,2.0,190.0,103.0,808570.0,0.776077496,0.0002349827473193,2.0004699654946387,6275.1298094072
Sindhudurg,2022.0,3,1.3333333333333333,190.0,103.0,808570.0,0.776077496,0.0002349827473193,4.0009399309892775,6275.1298094072
Sirmaur,2001.0,1,1.0,84.0,14.0,564300.0,0.977864526,0.0001488569909622,1.0001488569909622,5518.089520218
Sirmaur,2010.0,1,3.0,84.0,14.0,564300.0,0.977864526,0.0001488569909622,3.000446570972887,5518.089520218
Sirmaur,2023.0,1,1.0,84.0,14.0,564300.0,0.977864526,0.0001488569909622,1.0001488569909622,5518.089520218
Sirohi,1992.0,1,1.0,71.0,6.0,1264133.0,0.252656489,5.6164976311827945e-05,1.0000561649763118,3193.914054090369
Sirohi,2006.0,1,1.0,71.0,6.0,1264133.0,0.252656489,5.6164976311827945e-05,1.0000561649763118,3193.914054090369
Sirohi,2010.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Udaipur,2010.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sirsa,1986.0,1,3.0,44.0,5.0,1511023.0,9.795019476,2.9119344973570885e-05,3.0000873580349205,148004.9971368395
Sirsa,1990.0,1,5.0,44.0,5.0,1511023.0,9.795019476,2.9119344973570885e-05,5.000145596724868,148004.9971368395
Sirsa,1994.0,1,1.0,44.0,5.0,1511023.0,9.795019476,2.9119344973570885e-05,1.0000291193449735,148004.9971368395
Sitamarhi,1992.0,1,1.0,196.0,1.0,4182895.0,4.619683648,4.6857499411292894e-05,1.0000468574994112,193236.5163280096
Sitapur,2022.0,3,1.0,177.0,11.0,5391584.0,3.375278206,3.2828942292283675e-05,3.0000984868268765,181980.95971018303
Sitapur,2023.0,1,2.0,177.0,11.0,5391584.0,3.375278206,3.2828942292283675e-05,2.0000656578845843,181980.95971018303
Sivasagar,2023.0,5,1.0,117.0,15.0,800874.0,16.53832279,0.0001460903962421,5.000730451981211,132451.1272611846
Sivasagar,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Lakhimpur,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Dibrugarh,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Nagaon,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Kamrup,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Goalpara,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Cachar,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Solan,2021.0,1,1.0,116.0,15.0,678073.0,0.280667145,0.0001710730260606,1.000171073026061,1903.12813011585
Solan,2023.0,1,3.0,116.0,15.0,678073.0,0.280667145,0.0001710730260606,3.000513219078182,1903.12813011585
Una,2017.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Solapur,1979.0,1,1.0,161.0,11.0,4817374.0,0.923051453,3.3420697666404976e-05,1.0000334206976664,44466.84070344423
Solapur,1996.0,1,1.0,161.0,11.0,4817374.0,0.923051453,3.3420697666404976e-05,1.0000334206976664,44466.84070344423
Solapur,2023.0,1,1.0,161.0,11.0,4817374.0,0.923051453,3.3420697666404976e-05,1.0000334206976664,44466.84070344423
Sonipat,2008.0,1,1.0,22.0,5.0,1771137.0,0.905127272,1.2421399360975464e-05,1.000012421399361,16031.04401148264
Sonitpur,1997.0,1,1.0,144.0,8.0,1462078.0,5.196410326,9.84899574441309e-05,1.000098489957444,75975.57216617427
Sonitpur,2023.0,2,1.0,144.0,8.0,1462078.0,5.196410326,9.84899574441309e-05,2.000196979914888,75975.57216617427
South 24 Parganas,1993.0,2,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
South 24 Parganas,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
South 24 Parganas*,1992.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
South 24 Parganas*,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Darjeeling,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Dakshin Dinajpur,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Maldah,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Birbhum,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Purba Purba Bardhaman,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Purulia,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
Bankura,2004.0,1,19.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,19.00109012936052,18263.976629352048
South 24 Parganas*,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Jalpaiguri,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Dakshin Dinajpur,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Maldah,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Murshidabad,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Birbhum,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Nadia,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Purba Purba Bardhaman,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Purulia,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
Bankura,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
North 24 Parganas,2019.0,1,61.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,61.00349988899956,18263.976629352048
South 24 Parganas,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
North 24 Parganas,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
South 24 Parganas,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
South Assam,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
South Garo Hills,2022.0,1,1.0,20.0,0.0,190314.0,1.272678698,0.0001050894836953,1.0001050894836954,2422.08573731172
South Goa,2022.0,7,6.571428571428571,2.0,4.0,857449.0,1.79256855,2.3325002419969e-06,46.000107295011134,15370.3611062895
South Salmara Mancachar,2022.0,1,6.0,39.0,1.0,533060.0,17.21104287,7.316249577908679e-05,6.000438974974674,91745.185122822
South West Garo Hills,2022.0,1,1.0,13.0,0.0,161524.0,3.340328514,8.048339565637304e-05,1.0000804833956565,5395.432228953359
South West Garo Hills,2023.0,1,10.0,13.0,0.0,161524.0,3.340328514,8.048339565637304e-05,10.000804833956565,5395.432228953359
South West,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
North West,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Southern Parts,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sri Potti Sriramulu Nellore,1985.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Sri Potti Sriramulu Nellore,2004.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sri Potti Sriramulu Nellore,2021.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Srikakulam,2013.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Vizianagaram,2013.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Visakhapatnam,1995.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Kurnool,1995.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Ananthapuramuamu,1995.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Y.S.R.,1995.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Srikakulam,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Vizianagaram,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Visakhapatnam,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Krishna,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Guntur,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
East Godavari,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Prakasam,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Kurnool,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Ananthapuramuamu,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Sri Potti Sriramulu Nellore,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
West Godavari,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Y.S.R.,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Chittoor,1998.0,2,6.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,13.000745877983514,18263.976629352048
Srinagar,2008.0,1,1.0,73.0,7.0,904040.0,0.278932913,8.074863944073271e-05,1.0000807486394407,2521.6651066852
Srinagar,2010.0,1,1.0,73.0,7.0,904040.0,0.278932913,8.074863944073271e-05,1.0000807486394407,2521.6651066852
Srinagar,1976.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Anantnag,1976.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jhelum,1976.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Sshrawasti,2022.0,2,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Sukma,2022.0,1,1.0,0.0,0.0,259382.0,1.466729973,0.0,1.0,3804.433538566861
Sultanpur,2023.0,1,2.0,139.0,2.0,2509152.0,4.347300593,5.5397201923199554e-05,2.0001107944038465,109080.37977527136
Surat,1968.0,1,8.0,215.0,9.0,8228098.0,5.334773331,2.612997560311022e-05,8.000209039804824,438950.3777525444
Surat,1989.0,1,1.0,215.0,9.0,8228098.0,5.334773331,2.612997560311022e-05,1.000026129975603,438950.3777525444
Surat,1993.0,1,3.0,215.0,9.0,8228098.0,5.334773331,2.612997560311022e-05,3.0000783899268093,438950.3777525444
Narmada,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Dangs,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Valsad,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Tapi,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Amreli,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmedabad,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Porbandar,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Botad,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Gir Somnath,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Surendranagar,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Rajkot,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bhavnagar,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Junagadh,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jamnagar,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Devbhumi Dwarka Dwarka,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Morbi,2006.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Surendranagar,1982.0,1,1.0,109.0,5.0,1806637.0,1.139615495,6.033309403051084e-05,1.0000603330940303,20588.71519040315
Surguja,1986.0,1,1.0,12.0,2.0,971194.0,0.200172812,1.2355924768892723e-05,1.000012355924769,1944.06633977528
Surguja,2017.0,1,1.0,12.0,2.0,971194.0,0.200172812,1.2355924768892723e-05,1.000012355924769,1944.06633977528
Suryapet,2022.0,1,3.0,1.0,0.0,1145777.0,1.336230804,8.727701812830944e-07,3.0000026183105435,15310.22521914708
Tamenglong,2008.0,1,1.0,11.0,2.0,139509.0,1.695834778,7.884795962984468e-05,1.00007884795963,2365.84214044002
Tamenglong,2018.0,1,1.0,11.0,2.0,139509.0,1.695834778,7.884795962984468e-05,1.00007884795963,2365.84214044002
Tamenglong,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Thoubal,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Tawang,1991.0,1,1.0,92.0,8.0,60141.0,0.876365429,0.0015297384479805,1.0015297384479804,527.0549326548901
Tawang,1993.0,1,1.0,92.0,8.0,60141.0,0.876365429,0.0015297384479805,1.0015297384479804,527.0549326548901
Tawang,1994.0,1,1.0,92.0,8.0,60141.0,0.876365429,0.0015297384479805,1.0015297384479804,527.0549326548901
Tawang,2016.0,1,1.0,92.0,8.0,60141.0,0.876365429,0.0015297384479805,1.0015297384479804,527.0549326548901
Tawang,2022.0,2,5.5,92.0,8.0,60141.0,0.876365429,0.0015297384479805,11.016827122927785,527.0549326548901
Tawang,2023.0,1,1.0,92.0,8.0,60141.0,0.876365429,0.0015297384479805,1.0015297384479804,527.0549326548901
Tawang,2002.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
West Kameng,2002.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Tehri Garhwal,2005.0,1,1.0,102.0,6.0,665938.0,0.541041119,0.0001531674119812,1.0001531674119812,3602.99840704622
Tehri Garhwal,2023.0,1,1.0,102.0,6.0,665938.0,0.541041119,0.0001531674119812,1.0001531674119812,3602.99840704622
Tehri Garhwal,2002.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Uttar Kashi Kashi,2002.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Thane,1980.0,1,1.0,418.0,204.0,9950177.0,1.253627781,4.2009302950088224e-05,1.00004200930295,124738.18313067238
Thane,1981.0,2,1.5,418.0,204.0,9950177.0,1.253627781,4.2009302950088224e-05,3.00012602790885,124738.18313067238
Thane,1988.0,1,1.0,418.0,204.0,9950177.0,1.253627781,4.2009302950088224e-05,1.00004200930295,124738.18313067238
Thane,1996.0,1,1.0,418.0,204.0,9950177.0,1.253627781,4.2009302950088224e-05,1.00004200930295,124738.18313067238
Thane,2018.0,1,1.0,418.0,204.0,9950177.0,1.253627781,4.2009302950088224e-05,1.00004200930295,124738.18313067238
Thane,2022.0,5,1.8,418.0,204.0,9950177.0,1.253627781,4.2009302950088224e-05,9.00037808372655,124738.18313067238
Thanjavur,2021.0,2,8.5,144.0,22.0,2499232.0,6.262291183,5.761770015748838e-05,17.000979500902677,156509.18517871457
The Nilgiris,2006.0,1,7.0,156.0,23.0,708881.0,0.072105658,0.0002200651449255,7.001540456014479,511.14330948698006
The Nilgiris,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kanniyakumariumari,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Thiruvallur,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Thiruvarur,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Tirunelveli,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Theni,2021.0,1,16.0,23.0,5.0,1406691.0,0.031762174,1.6350428061315528e-05,16.00026160684898,446.79564306234
Thiruvallur,2017.0,1,1.0,44.0,6.0,4840586.0,0.136913665,9.089808547973324e-06,1.000009089808548,6627.4237000769
Krishnagiri,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Tiruvannamalai,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Salem,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Namakkal,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Perambalur,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Coimbatore,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Tiruchirappalli,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Ariyalur,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Tiruppur,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Thanjavur,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Karur,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Thiruvarur,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Dindigul,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Madurai,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Theni,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Virudhunagar,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Kanniyakumari,2015.0,3,2.6666666666666665,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Thiruvallur,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Chennai,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Krishnagiri,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Tiruvannamalai,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Dharmapuri,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Salem,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Erode,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
The Nilgiris,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Namakkal,1985.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
