Districts,Year,Flood_Frequency,Mean_Duration,Human_fatality,Human_injured,Population,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure
Vadodara,2016.0,1,120.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,120.00688502754012,18263.976629352048
Valsad,2016.0,1,120.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,120.00688502754012,18263.976629352048
Ahmedabad,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bharuch,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bhavnagar,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Junagadh,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Narmada,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Surat,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Surendranagar,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmedabad,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Bharuch,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Junagadh,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Kheda,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Navsari,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Panch Mahals,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Sabar Kantha,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Surat,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Surendranagar,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Valsad,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Ahmedabad,1984.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Bharuch,1984.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Panch Mahals,1984.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Vadodara,1984.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Ahmedabad,1993.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Bharuch,1993.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Sabar Kantha,1993.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Vadodara,1993.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Chota Udaipur,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
The Dangs,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kheda,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Narmada,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Navsari,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Panch Mahals,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Surat,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Tapi,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Valsad,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmedabad,2021.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Jamnagar,2021.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Junagadh,2021.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Porbandar,2021.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Rajkot,2021.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Valsad,2021.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Ahmedabad,1985.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Panch Mahals,1985.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Vadodara,1985.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Ahmednagar,1979.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Ahmednagar,1997.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Ahmednagar,2001.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Ahmednagar,2014.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmednagar,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmednagar,2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmednagar,2023.0,2,1.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Ahmednagar,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Akola,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Aurangabad,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Beed,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Buldhana,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Chandrapur,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Dhule,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Hingoli,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Jalgaon,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Jalna,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Kolhapur,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Latur,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Nanded,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Nashik,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Parbhani,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Pune,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Sangli,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Satara,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Wardha,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Washim,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Yavatmal,2006.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Ahmednagar,2010.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Akola,2010.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Buldhana,2010.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Parbhani,2010.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Pune,2010.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Satara,2010.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Ahmednagar,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Aurangabad,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalna,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalgaon,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nashik,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Dharashiv,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Pune,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Satara,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Solapur,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Washim,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmednagar,1990.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Aurangabad,1990.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Jalna,1990.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Latur,1990.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Nanded,1990.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Mumbai,2006.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Dharashiv,2006.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Ahmednagar,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Dhule,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Jalgaon,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Mumbai,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Nandurbar,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Nashik,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Pune,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Hingoli,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kolhapur,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nanded,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Parbhani,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Raigarh,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ratnagiri,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sindhudurg,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ahmednagar,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kolhapur,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Raigarh,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Ratnagiri,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Sangli,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Sindhudurg,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Solapur,2009.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Ahmednagar,1988.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mumbai,1988.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nashik,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Dharashiv,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Pune,2021.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Pune,2001.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Solapur,2001.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Aizawl,1992.0,1,2.0,154.0,42.0,483635.0,2.065788746,0.0003184219504378,2.0006368439008755,9990.8774017171
Aizawl,1999.0,1,1.0,154.0,42.0,483635.0,2.065788746,0.0003184219504378,1.0003184219504375,9990.8774017171
Aizawl,2009.0,1,1.0,154.0,42.0,483635.0,2.065788746,0.0003184219504378,1.0003184219504375,9990.8774017171
Aizawl,2013.0,1,1.0,154.0,42.0,483635.0,2.065788746,0.0003184219504378,1.0003184219504375,9990.8774017171
Aizawl,2023.0,1,1.0,154.0,42.0,483635.0,2.065788746,0.0003184219504378,1.0003184219504375,9990.8774017171
Ajmer,1995.0,1,1.0,135.0,23.0,2985855.0,0.203556192,4.521318014438076e-05,1.0000452131801445,6077.892736641599
Ajmer,1996.0,1,1.0,135.0,23.0,2985855.0,0.203556192,4.521318014438076e-05,1.0000452131801445,6077.892736641599
Ajmer,2019.0,1,1.0,135.0,23.0,2985855.0,0.203556192,4.521318014438076e-05,1.0000452131801445,6077.892736641599
Ajmer,2023.0,1,1.0,135.0,23.0,2985855.0,0.203556192,4.521318014438076e-05,1.0000452131801445,6077.892736641599
Ajmer,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Alwar,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Banswara,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Bharatpur,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Churu,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Jaisalmer,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Jhunjhunu,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Jodhpur,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Sikar,2003.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Ajmer,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Alwar,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Baran,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Bharatpur,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Bhilwara,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Churu,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Dausa,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Dholpur,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Jhalawar,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kota,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Alwar,1996.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Bharatpur,1996.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Ajmer,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Alwar,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Bharatpur,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Sawai Madhopur,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Ramgarh,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jaipur,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Ajmer,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Banswara,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jodhpur,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ajmer,2001.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Baran,2001.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Bhilwara,2001.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Bundi,2001.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kota,2001.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Udaipur,2001.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Ajmer,2014.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Baran,2014.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Dausa,2014.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jaipur,2014.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Tonk,2014.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ajmer,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Barmer,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Bhilwara,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Jodhpur,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Pali,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Sirohi,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Ajmer,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Bhilwara,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Bundi,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jalore,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jodhpur,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Kota,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Nagpur,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Pali,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Sawai Madhopur,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Sikar,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Tonk,1979.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
